id_employee,age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,annees_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,heure_supplementaires,augmentation_salaire_precedente,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,domaine_etude,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,score_revenu,score_environnement_travail,score_mobilite_externe,score_mobilite_interne,score_equilibre_pro_perso
1046,32,F,4025,Celibataire,Consulting,Consultant,9,10,8,7,4,3,1,3,2,3,Non,12,Non,0,2,29,4,Transformation Digitale,Aucun,7,7,25.2,64.12,80.0,87.5,66.67
1047,34,M,9725,Divorce(e),Commercial,Cadre Commercial,0,16,15,1,2,4,2,4,4,2,Non,11,Non,1,2,1,4,Marketing,Occasionnel,0,9,48.15,75.29,93.75,6.67,70.83
1048,59,M,11904,Marie(e),Commercial,Senior Manager,3,14,6,4,2,3,3,4,3,1,Oui,14,Non,1,1,1,2,Entrepreunariat,Occasionnel,0,4,59.0,62.35,42.86,66.67,37.5
1049,45,M,2177,Celibataire,Ressources Humaines,Ressources Humaines,1,6,6,3,2,3,1,2,1,3,Non,16,Non,0,3,24,4,Transformation Digitale,Occasionnel,0,4,46.82,22.35,100.0,50.0,58.63
1050,53,F,7525,Marie(e),Commercial,Cadre Commercial,2,30,15,7,3,2,3,2,1,3,Non,12,Non,1,2,2,3,Marketing,Frequent,6,12,33.48,37.06,50.0,46.67,65.77
1052,36,M,4834,Divorce(e),Consulting,Consultant,7,9,1,0,1,3,2,3,2,2,Non,14,Oui,1,3,15,3,Autre,Occasionnel,0,0,46.72,30.0,11.11,0.0,58.33
1053,26,M,2042,Marie(e),Consulting,Assistant de Direction,6,6,3,2,1,3,1,1,2,3,Oui,14,Oui,1,2,2,3,Infra & Cloud,Frequent,1,2,39.67,11.18,50.0,66.67,40.77
1055,34,F,2220,Marie(e),Commercial,Representant Commercial,1,1,1,1,3,3,1,3,4,3,Oui,19,Non,1,2,10,4,Infra & Cloud,Occasionnel,0,0,53.96,70.0,100.0,100.0,46.13
1056,28,M,1052,Marie(e),Commercial,Representant Commercial,1,1,1,0,4,3,1,2,2,3,Non,22,Non,0,5,10,1,Transformation Digitale,Occasionnel,0,0,59.0,50.0,100.0,0.0,71.13
1060,38,M,2821,Marie(e),Consulting,Assistant de Direction,3,8,2,2,3,3,1,3,1,3,Non,16,Non,1,2,3,4,Autre,Frequent,2,2,43.53,41.18,25.0,100.0,64.88
1061,50,M,19237,Marie(e),Consulting,Directeur Technique,2,29,8,1,2,3,5,3,4,2,Oui,11,Non,1,2,2,4,Transformation Digitale,Occasionnel,7,7,49.28,64.12,27.59,12.5,44.94
1062,37,F,4107,Celibataire,Consulting,Manager,3,8,4,3,4,3,2,2,1,2,Non,15,Non,0,3,3,3,Autre,Occasionnel,0,1,47.81,40.59,50.0,75.0,69.05
1066,40,M,8396,Marie(e),Commercial,Cadre Commercial,1,8,7,7,3,3,2,1,2,2,Non,14,Non,1,3,26,3,Marketing,Occasionnel,7,5,37.51,32.94,87.5,100.0,48.51
1068,26,F,2007,Divorce(e),Consulting,Assistant de Direction,1,5,5,3,1,2,1,3,3,3,Non,13,Non,2,5,1,1,Transformation Digitale,Frequent,1,3,37.25,41.76,100.0,60.0,66.67
1069,46,M,19627,Divorce(e),Consulting,Directeur Technique,9,23,2,2,4,3,5,4,4,3,Non,17,Non,2,0,1,4,Transformation Digitale,Occasionnel,2,2,75.1,91.18,8.7,100.0,79.17
1070,54,F,10686,Marie(e),Commercial,Cadre Commercial,6,13,9,4,3,2,3,3,2,3,Non,11,Non,1,4,2,4,Infra & Cloud,Occasionnel,7,0,34.42,50.0,69.23,44.44,78.27
1071,56,F,2942,Marie(e),Consulting,Assistant de Direction,2,18,5,4,1,3,1,3,2,3,Non,19,Non,1,4,9,3,Transformation Digitale,Frequent,0,3,55.22,31.76,27.78,80.0,59.52
1073,36,F,8858,Celibataire,Consulting,Tech Lead,0,15,14,8,4,2,3,4,2,2,Non,11,Non,0,2,12,5,Transformation Digitale,Occasionnel,7,8,31.24,74.71,93.33,57.14,61.01
1074,55,M,16756,Celibataire,Consulting,Senior Manager,7,31,9,7,3,2,4,1,2,4,Non,15,Non,0,3,2,1,Transformation Digitale,Aucun,6,2,56.59,31.18,29.03,77.78,99.11
1076,43,M,10798,Divorce(e),Commercial,Cadre Commercial,5,18,1,0,3,2,3,4,3,3,Non,13,Non,1,5,25,3,Transformation Digitale,Occasionnel,0,0,54.73,70.0,5.56,0.0,57.74
1077,20,F,2323,Celibataire,Commercial,Representant Commercial,1,2,2,2,4,3,1,4,2,3,Oui,14,Oui,0,3,9,3,Marketing,Frequent,0,2,42.35,71.18,100.0,100.0,34.52
1079,21,F,1416,Celibataire,Consulting,Consultant,1,1,1,0,3,2,1,1,1,2,Non,13,Oui,0,6,10,3,Infra & Cloud,Occasionnel,1,0,36.22,20.0,100.0,0.0,62.8
1080,46,F,4615,Divorce(e),Consulting,Assistant de Direction,8,19,16,13,4,2,2,1,1,3,Oui,23,Non,3,2,8,4,Infra & Cloud,Occasionnel,1,7,65.35,34.12,84.21,81.25,47.92
1081,51,M,2461,Marie(e),Consulting,Assistant de Direction,9,18,10,0,1,3,1,3,3,4,Oui,12,Oui,3,2,4,4,Infra & Cloud,Occasionnel,2,7,33.48,44.12,55.56,0.0,59.82
1082,28,M,8722,Celibataire,Consulting,Manager,1,10,10,7,2,2,3,1,1,2,Non,12,Oui,0,2,24,2,Entrepreunariat,Aucun,1,9,46.56,15.29,100.0,70.0,62.8
1083,26,M,3955,Marie(e),Consulting,Consultant,1,6,5,3,1,2,1,1,1,3,Non,16,Non,2,2,1,2,Transformation Digitale,Occasionnel,1,3,47.71,1.76,83.33,60.0,79.17
1084,30,M,9957,Marie(e),Consulting,Tech Lead,0,7,6,2,3,3,2,1,3,2,Non,15,Non,1,1,20,3,Autre,Occasionnel,0,2,57.98,41.18,85.71,33.33,53.87
1085,41,F,3376,Marie(e),Consulting,Assistant de Direction,1,10,10,6,2,4,1,3,3,3,Non,13,Non,0,3,7,2,Entrepreunariat,Occasionnel,0,8,41.83,54.71,100.0,60.0,73.81
1088,38,F,8823,Marie(e),Consulting,Manager,0,20,19,9,3,2,3,3,1,2,Non,18,Non,1,4,17,1,Infra & Cloud,Occasionnel,1,9,60.88,45.29,95.0,47.37,56.55
1092,40,M,10322,Marie(e),Consulting,Manager,4,14,11,10,1,3,3,4,4,3,Non,20,Non,1,6,20,4,Entrepreunariat,Occasionnel,11,1,46.2,60.59,78.57,90.91,62.2
1094,27,M,4621,Marie(e),Consulting,Consultant,1,3,3,2,1,1,1,3,4,3,Non,19,Non,3,4,8,5,Infra & Cloud,Aucun,1,2,55.93,51.18,100.0,66.67,85.42
1096,55,M,10976,Marie(e),Consulting,Tech Lead,3,23,3,2,4,3,3,2,2,3,Non,18,Non,1,4,2,1,Infra & Cloud,Frequent,1,2,64.62,51.18,13.04,66.67,65.77
1097,28,F,3660,Celibataire,Consulting,Assistant de Direction,3,10,8,7,3,3,2,3,4,4,Non,13,Non,0,4,10,3,Autre,Occasionnel,1,7,40.12,74.12,80.0,87.5,79.46
1098,44,M,10482,Marie(e),Ressources Humaines,Ressources Humaines,9,24,20,6,2,2,3,1,4,3,Non,14,Oui,1,1,1,2,Transformation Digitale,Occasionnel,3,6,49.93,43.53,83.33,30.0,79.17
1099,33,M,7119,Divorce(e),Consulting,Manager,4,9,3,2,4,2,3,4,3,3,Non,15,Non,1,2,5,3,Infra & Cloud,Occasionnel,1,2,50.85,81.18,33.33,66.67,75.6
1100,35,M,9582,Celibataire,Commercial,Cadre Commercial,0,9,8,7,4,3,3,1,1,3,Oui,22,Oui,0,2,4,3,Entrepreunariat,Occasionnel,4,7,65.03,34.12,88.89,87.5,51.49
1101,33,F,4508,Celibataire,Consulting,Assistant de Direction,1,14,13,7,1,2,2,3,2,3,Non,22,Oui,0,4,29,4,Transformation Digitale,Frequent,3,8,58.41,34.71,92.86,53.85,41.67
1102,28,M,2207,Divorce(e),Consulting,Consultant,1,4,4,2,1,3,1,3,4,2,Non,16,Non,1,5,15,2,Infra & Cloud,Occasionnel,2,2,42.47,51.18,100.0,50.0,58.33
1103,34,M,7756,Celibataire,Consulting,Manager,0,7,6,2,1,3,2,4,3,2,Non,17,Non,0,1,3,1,Infra & Cloud,Frequent,0,4,58.87,52.35,85.71,33.33,56.55
1105,37,F,6694,Divorce(e),Commercial,Cadre Commercial,2,8,1,0,4,2,2,4,3,3,Oui,14,Non,3,5,10,4,Infra & Cloud,Occasionnel,0,0,49.95,80.0,12.5,0.0,46.13
1106,25,M,3691,Marie(e),Consulting,Consultant,1,7,7,7,4,3,1,4,2,4,Oui,15,Oui,1,3,4,1,Entrepreunariat,Occasionnel,5,6,36.09,73.53,100.0,100.0,59.82
1107,26,M,2377,Divorce(e),Consulting,Consultant,1,1,1,1,1,3,1,3,3,2,Non,20,Oui,1,0,21,3,Transformation Digitale,Occasionnel,0,0,56.59,40.0,100.0,100.0,52.98
1108,33,M,2313,Celibataire,Consulting,Assistant de Direction,4,5,2,2,1,2,1,2,2,3,Oui,20,Oui,0,0,25,3,Transformation Digitale,Occasionnel,2,2,52.08,21.18,40.0,100.0,32.74
1109,42,M,17665,Marie(e),Consulting,Senior Manager,0,23,22,6,4,3,4,1,4,3,Non,17,Non,1,3,2,2,Transformation Digitale,Occasionnel,13,7,47.49,64.12,95.65,27.27,78.27
1111,28,M,2596,Divorce(e),Consulting,Consultant,1,1,1,0,1,2,1,2,1,3,Non,15,Oui,2,2,1,3,Transformation Digitale,Frequent,0,0,45.19,10.0,100.0,0.0,66.67
1113,50,M,4728,Celibataire,Commercial,Cadre Commercial,3,5,0,0,4,3,2,3,4,3,Oui,14,Oui,0,4,1,4,Autre,Frequent,0,0,46.53,80.0,0.0,0.0,41.67
1114,33,F,4302,Marie(e),Commercial,Cadre Commercial,0,4,3,2,4,3,2,2,3,3,Non,17,Non,1,3,7,3,Infra & Cloud,Frequent,0,2,52.87,61.18,75.0,66.67,61.31
1115,34,M,2979,Marie(e),Consulting,Assistant de Direction,3,6,0,0,3,2,1,4,4,3,Non,17,Non,3,2,3,4,Infra & Cloud,Aucun,0,0,50.57,80.0,0.0,0.0,89.88
1116,48,M,16885,Celibataire,Consulting,Senior Manager,2,27,5,4,1,4,4,4,3,2,Non,22,Non,0,3,1,4,Transformation Digitale,Aucun,2,1,82.12,50.59,18.52,80.0,83.33
1117,45,F,5593,Marie(e),Commercial,Cadre Commercial,1,15,15,10,2,2,2,3,4,3,Non,13,Non,1,2,9,4,Infra & Cloud,Aucun,4,12,36.88,67.06,100.0,66.67,84.52
1118,52,M,10445,Celibataire,Consulting,Manager,7,18,8,6,2,3,3,2,4,3,Non,19,Non,0,4,7,4,Infra & Cloud,Occasionnel,4,0,59.45,50.0,44.44,75.0,73.81
1119,38,M,8740,Divorce(e),Commercial,Cadre Commercial,0,9,8,7,3,2,3,3,2,3,Oui,14,Non,2,2,10,4,Marketing,Occasionnel,2,7,49.11,54.12,88.89,87.5,46.13
1120,29,F,2514,Divorce(e),Consulting,Assistant de Direction,4,11,7,5,3,3,1,4,1,3,Non,22,Non,1,1,28,4,Infra & Cloud,Occasionnel,1,7,59.34,54.12,63.64,71.43,55.06
1121,28,F,7655,Divorce(e),Consulting,Tech Lead,0,10,9,7,4,3,3,2,2,2,Non,17,Non,3,3,3,3,Transformation Digitale,Occasionnel,1,7,56.49,54.12,90.0,77.78,69.05
1124,46,M,17465,Marie(e),Commercial,Senior Manager,3,23,12,9,1,3,4,3,4,3,Non,12,Non,1,3,3,1,Marketing,Occasionnel,4,9,55.15,55.29,52.17,75.0,77.38
1125,38,M,7351,Celibataire,Commercial,Cadre Commercial,7,10,1,0,4,3,3,2,3,3,Non,16,Non,0,2,2,2,Marketing,Occasionnel,0,0,55.81,60.0,10.0,0.0,78.27
1126,43,F,10820,Marie(e),Consulting,Tech Lead,8,18,8,7,3,3,3,1,3,3,Non,11,Non,1,1,27,3,Infra & Cloud,Frequent,0,1,50.05,40.59,44.44,87.5,43.45
1127,39,M,12169,Divorce(e),Consulting,Manager,7,21,18,7,1,3,4,4,4,3,Non,11,Oui,3,4,2,3,Infra & Cloud,Frequent,11,5,28.19,62.94,85.71,38.89,65.77
1128,40,M,19626,Celibataire,Consulting,Directeur Technique,1,21,20,7,3,2,5,3,1,4,Non,14,Non,0,2,14,3,Transformation Digitale,Occasionnel,4,9,63.62,45.29,95.24,35.0,75.89
1131,21,F,2070,Celibataire,Consulting,Assistant de Direction,1,2,2,2,4,2,1,2,3,4,Oui,11,Non,0,6,1,1,Entrepreunariat,Occasionnel,2,2,30.44,61.18,100.0,100.0,62.5
1132,39,M,6782,Celibataire,Consulting,Consultant,9,9,5,4,3,3,2,2,3,2,Non,15,Non,0,2,9,3,Infra & Cloud,Aucun,0,3,52.46,51.76,55.56,80.0,76.19
1133,36,M,7779,Celibataire,Consulting,Tech Lead,2,18,11,9,1,3,2,4,1,3,Non,20,Non,0,0,18,4,Infra & Cloud,Aucun,0,9,65.98,35.29,61.11,81.82,76.49
1135,31,M,2791,Marie(e),Commercial,Representant Commercial,0,3,2,2,3,4,1,4,1,3,Non,12,Non,1,4,20,3,Infra & Cloud,Frequent,2,2,34.05,51.18,66.67,100.0,49.7
1136,28,M,3201,Marie(e),Consulting,Assistant de Direction,0,6,5,3,1,2,1,2,1,1,Non,17,Non,0,2,2,1,Infra & Cloud,Occasionnel,0,4,50.95,12.35,83.33,60.0,61.61
1137,35,M,4968,Divorce(e),Commercial,Cadre Commercial,1,5,5,2,4,3,2,4,4,3,Non,11,Non,1,3,11,2,Marketing,Frequent,0,2,39.88,91.18,100.0,40.0,57.74
1138,49,M,13120,Marie(e),Commercial,Cadre Commercial,6,22,9,8,4,2,4,2,2,3,Non,17,Non,1,3,8,4,Entrepreunariat,Occasionnel,2,3,63.79,51.76,40.91,88.89,72.92
1140,34,M,4033,Celibataire,Consulting,Tech Lead,2,5,3,2,4,3,2,3,4,2,Non,11,Non,0,3,2,2,Infra & Cloud,Frequent,0,2,38.25,81.18,60.0,66.67,57.44
1143,29,F,3291,Divorce(e),Consulting,Assistant de Direction,0,8,7,5,4,3,1,2,4,2,Non,14,Non,2,2,10,3,Infra & Cloud,Frequent,1,1,41.84,70.59,87.5,71.43,50.3
1148,42,M,4272,Celibataire,Consulting,Consultant,4,16,1,0,2,1,2,4,1,3,Non,19,Non,0,3,29,3,Transformation Digitale,Occasionnel,0,0,57.53,40.0,6.25,0.0,54.17
1150,29,M,5056,Marie(e),Consulting,Tech Lead,1,10,10,7,2,2,2,4,3,2,Oui,15,Non,1,2,8,1,Transformation Digitale,Occasionnel,1,2,47.26,61.18,100.0,70.0,39.58
1152,38,M,2844,Marie(e),Ressources Humaines,Ressources Humaines,1,7,7,6,3,4,1,3,4,4,Non,13,Non,1,2,1,3,Ressources Humaines,Occasionnel,5,0,29.9,70.0,100.0,85.71,87.5
1154,28,M,2703,Divorce(e),Consulting,Assistant de Direction,1,3,3,1,3,2,1,3,4,3,Oui,14,Non,1,2,6,3,Infra & Cloud,Frequent,0,2,43.02,71.18,100.0,33.33,37.2
1156,18,M,1904,Celibataire,Consulting,Consultant,1,0,0,0,3,3,1,3,4,3,Non,12,Oui,0,0,8,1,Transformation Digitale,Aucun,0,0,36.91,70.0,0.0,0.0,85.42
1157,33,F,8224,Celibataire,Commercial,Cadre Commercial,0,6,5,2,1,3,2,1,1,3,Oui,17,Oui,0,3,9,4,Marketing,Occasionnel,0,3,59.68,1.76,83.33,40.0,47.02
1158,41,M,4766,Marie(e),Consulting,Consultant,3,6,1,0,2,3,1,4,1,3,Oui,11,Non,1,4,12,4,Infra & Cloud,Occasionnel,0,0,39.53,40.0,16.67,0.0,44.35
1160,31,M,2610,Marie(e),Consulting,Consultant,1,2,2,2,3,3,1,3,3,2,Non,12,Oui,1,5,15,3,Transformation Digitale,Frequent,2,2,33.74,61.18,100.0,100.0,45.83
1161,37,F,5731,Divorce(e),Consulting,Manager,7,9,6,2,3,2,2,4,3,3,Non,13,Non,2,2,25,2,Transformation Digitale,Occasionnel,1,3,43.72,71.76,66.67,33.33,57.74
1162,27,M,2539,Marie(e),Consulting,Assistant de Direction,1,4,4,2,4,2,1,3,3,3,Non,13,Non,1,0,6,3,Infra & Cloud,Occasionnel,2,2,35.97,71.18,100.0,50.0,74.7
1163,34,F,5714,Marie(e),Commercial,Cadre Commercial,1,6,6,5,2,3,2,3,1,2,Non,20,Non,0,3,9,1,Infra & Cloud,Occasionnel,1,3,60.19,31.76,100.0,83.33,63.69
1164,35,M,4323,Celibataire,Ressources Humaines,Ressources Humaines,1,6,5,4,3,3,1,3,2,1,Non,17,Non,0,2,8,4,Entrepreunariat,Occasionnel,1,4,50.7,52.35,83.33,80.0,56.25
1165,29,F,7336,Marie(e),Commercial,Cadre Commercial,1,11,11,8,4,2,3,1,1,1,Non,13,Oui,1,3,23,1,Infra & Cloud,Occasionnel,3,10,42.11,35.88,100.0,72.73,42.86
1166,40,F,13499,Celibataire,Consulting,Directeur Technique,9,20,18,7,2,3,3,3,3,2,Non,17,Non,0,3,9,4,Transformation Digitale,Frequent,2,13,64.45,57.65,90.0,38.89,51.19
1167,42,M,13758,Celibataire,Commercial,Cadre Commercial,0,22,21,9,3,3,4,1,2,2,Oui,12,Oui,0,2,12,3,Infra & Cloud,Frequent,13,14,28.91,38.24,95.45,42.86,23.51
1171,42,M,5155,Celibataire,Commercial,Cadre Commercial,7,9,6,4,2,3,2,1,4,4,Non,13,Non,0,3,4,4,Marketing,Occasionnel,1,5,42.72,42.94,66.67,66.67,84.82
1172,35,M,2258,Marie(e),Consulting,Consultant,6,10,8,0,4,2,1,3,2,3,Non,12,Non,1,2,1,4,Transformation Digitale,Occasionnel,1,7,35.33,64.12,80.0,0.0,79.17
1173,24,M,3597,Celibataire,Consulting,Consultant,8,6,4,3,4,3,1,2,4,3,Non,22,Non,0,2,24,3,Transformation Digitale,Occasionnel,1,2,61.23,71.18,66.67,75.0,58.63
1175,28,F,2515,Marie(e),Consulting,Consultant,1,1,1,1,3,3,1,4,4,2,Oui,11,Oui,0,4,12,1,Infra & Cloud,Occasionnel,0,0,35.62,80.0,100.0,100.0,36.01
1177,26,M,4420,Marie(e),Consulting,Consultant,1,8,8,7,1,4,1,4,2,3,Non,22,Non,1,2,3,4,Transformation Digitale,Occasionnel,0,7,64.86,44.12,100.0,87.5,77.38
1179,30,M,6578,Marie(e),Commercial,Cadre Commercial,1,10,10,3,3,2,2,3,1,3,Non,18,Non,1,3,10,3,Marketing,Occasionnel,1,4,56.98,42.35,100.0,30.0,71.13
1180,40,F,4422,Marie(e),Consulting,Assistant de Direction,3,16,1,1,3,2,2,4,4,1,Oui,13,Non,1,3,26,2,Transformation Digitale,Frequent,0,0,43.65,80.0,6.25,100.0,2.68
1182,35,M,10274,Divorce(e),Consulting,Tech Lead,2,15,7,7,3,2,3,2,2,4,Non,18,Non,1,2,2,3,Infra & Cloud,Occasionnel,6,4,52.4,42.35,46.67,100.0,86.61
1184,34,M,5343,Celibataire,Consulting,Manager,0,14,13,9,4,2,2,1,3,3,Non,20,Non,0,3,1,3,Transformation Digitale,Frequent,4,9,52.95,55.29,92.86,69.23,66.67
1185,35,M,2376,Marie(e),Consulting,Consultant,1,2,2,2,4,2,1,4,2,4,Non,13,Non,1,2,4,4,Autre,Frequent,2,2,35.69,71.18,100.0,100.0,72.32
1188,43,F,5346,Celibataire,Commercial,Cadre Commercial,8,7,4,3,1,1,2,3,2,2,Non,13,Oui,0,2,9,3,Marketing,Occasionnel,1,3,43.05,31.76,57.14,75.0,63.69
1190,32,F,2827,Divorce(e),Commercial,Representant Commercial,1,1,1,0,3,3,1,1,3,3,Non,12,Non,3,3,2,1,Infra & Cloud,Aucun,0,0,38.52,40.0,100.0,0.0,90.77
1191,56,F,19943,Divorce(e),Consulting,Senior Manager,4,28,5,2,4,3,5,1,4,3,Non,13,Non,1,2,4,4,Entrepreunariat,Occasionnel,4,2,61.82,61.18,17.86,40.0,76.49
1192,29,F,3131,Marie(e),Consulting,Consultant,1,10,10,8,2,3,1,4,1,3,Non,13,Non,1,5,6,1,Transformation Digitale,Occasionnel,0,8,41.4,44.71,100.0,80.0,74.7
1193,19,M,2552,Celibataire,Consulting,Assistant de Direction,1,1,1,1,3,3,1,1,3,3,Non,25,Non,0,4,9,2,Infra & Cloud,Occasionnel,0,0,68.68,40.0,100.0,100.0,72.02
1195,45,F,4477,Marie(e),Consulting,Assistant de Direction,4,7,3,2,1,3,1,3,3,2,Oui,19,Non,1,2,7,3,Transformation Digitale,Occasionnel,0,2,57.88,41.18,42.86,66.67,40.48
1196,37,F,6474,Marie(e),Consulting,Tech Lead,1,14,14,8,4,2,2,4,2,2,Non,13,Non,1,2,1,3,Infra & Cloud,Occasionnel,3,11,40.61,76.47,100.0,57.14,70.83
1198,20,M,3033,Celibataire,Consulting,Consultant,1,2,2,2,1,2,1,3,1,2,Non,12,Non,0,2,3,3,Infra & Cloud,Occasionnel,1,2,36.67,21.18,100.0,100.0,69.05
1200,44,M,2936,Celibataire,Consulting,Assistant de Direction,1,6,6,4,3,3,1,3,3,3,Oui,11,Oui,0,4,10,4,Infra & Cloud,Occasionnel,0,2,36.35,61.18,100.0,66.67,46.13
1201,53,F,18606,Divorce(e),Consulting,Senior Manager,3,26,7,7,4,3,5,3,2,3,Non,18,Non,1,6,7,2,Transformation Digitale,Occasionnel,4,7,71.28,64.12,26.92,100.0,73.81
1202,29,F,2168,Marie(e),Consulting,Assistant de Direction,0,6,5,4,2,1,1,4,1,2,Oui,18,Non,1,2,15,1,Infra & Cloud,Occasionnel,1,3,49.31,41.76,83.33,80.0,33.33
1203,22,M,2853,Marie(e),Consulting,Assistant de Direction,0,1,0,0,3,2,1,4,2,3,Oui,11,Oui,1,5,3,4,Infra & Cloud,Frequent,0,0,36.2,60.0,0.0,0.0,39.88
1204,46,F,17048,Marie(e),Commercial,Senior Manager,8,28,26,15,3,3,4,1,1,3,Non,23,Non,0,2,2,3,Marketing,Occasionnel,15,9,56.16,25.29,92.86,57.69,78.27
1206,44,M,2290,Celibataire,Consulting,Assistant de Direction,2,6,0,0,4,1,1,3,4,3,Non,13,Non,0,3,17,3,Infra & Cloud,Aucun,0,0,39.94,80.0,0.0,0.0,77.38
1207,33,M,3600,Marie(e),Ressources Humaines,Ressources Humaines,1,5,5,4,2,3,1,3,4,3,Non,13,Non,1,2,2,3,Ressources Humaines,Occasionnel,1,4,40.02,62.35,100.0,80.0,78.27
1210,41,M,2107,Divorce(e),Consulting,Assistant de Direction,6,5,1,0,1,2,1,1,1,1,Non,17,Oui,1,2,5,2,Infra & Cloud,Aucun,0,0,49.05,0.0,20.0,0.0,71.43
1211,30,M,4115,Divorce(e),Commercial,Cadre Commercial,8,8,4,3,3,3,2,1,3,3,Non,19,Non,3,3,29,4,Infra & Cloud,Occasionnel,0,3,57.25,41.76,50.0,75.0,54.17
1212,40,M,4327,Marie(e),Commercial,Cadre Commercial,5,5,0,0,2,3,2,2,4,3,Non,12,Non,3,2,2,4,Transformation Digitale,Frequent,0,0,41.12,50.0,0.0,0.0,65.77
1215,50,F,17856,Marie(e),Consulting,Senior Manager,2,32,2,2,4,3,4,1,3,3,Non,22,Non,1,3,2,3,Transformation Digitale,Frequent,2,2,83.8,51.18,6.25,100.0,65.77
1216,28,M,3196,Marie(e),Consulting,Consultant,1,6,6,5,4,2,1,1,3,3,Non,12,Non,3,2,19,4,Transformation Digitale,Occasionnel,3,3,32.56,51.76,100.0,83.33,63.1
1217,46,M,19081,Marie(e),Consulting,Directeur Technique,5,25,4,2,4,3,5,2,1,3,Non,11,Non,1,2,15,2,Infra & Cloud,Occasionnel,0,3,64.4,41.76,16.0,50.0,66.67
1218,35,M,8966,Marie(e),Commercial,Cadre Commercial,3,15,7,7,3,3,2,1,4,3,Oui,15,Non,3,2,17,4,Infra & Cloud,Occasionnel,1,7,54.06,54.12,46.67,100.0,39.88
1219,24,F,2210,Marie(e),Consulting,Consultant,1,1,1,0,4,3,1,2,1,1,Non,13,Oui,1,3,17,2,Infra & Cloud,Occasionnel,0,0,39.8,40.0,100.0,0.0,48.21
1220,33,F,4539,Marie(e),Commercial,Cadre Commercial,1,10,10,7,2,3,2,3,1,2,Non,12,Non,1,3,25,3,Transformation Digitale,Frequent,0,1,41.49,30.59,100.0,70.0,36.9
1221,36,M,2741,Divorce(e),Consulting,Consultant,1,7,7,7,3,1,1,3,3,3,Non,14,Non,1,4,6,4,Infra & Cloud,Occasionnel,1,7,40.88,64.12,100.0,100.0,74.7
1224,30,M,3491,Divorce(e),Consulting,Consultant,1,10,10,7,3,3,2,3,1,2,Non,13,Non,3,4,7,4,Infra & Cloud,Occasionnel,8,9,24.43,45.29,100.0,70.0,65.48
1225,44,M,4541,Celibataire,Consulting,Assistant de Direction,1,20,20,11,4,3,2,4,2,3,Non,25,Non,0,3,29,4,Autre,Occasionnel,13,17,43.54,80.0,100.0,55.0,54.17
1226,20,M,2678,Celibataire,Commercial,Representant Commercial,1,2,2,1,3,4,1,4,4,3,Non,17,Non,0,2,21,3,Marketing,Occasionnel,2,2,45.64,81.18,100.0,50.0,61.31
1228,46,M,7379,Divorce(e),Consulting,Tech Lead,2,12,6,3,4,3,2,4,3,2,Non,11,Non,1,3,2,4,Entrepreunariat,Occasionnel,1,4,41.87,82.35,50.0,50.0,69.94
1231,42,M,6272,Marie(e),Ressources Humaines,Ressources Humaines,7,10,4,3,4,4,2,1,1,4,Non,16,Non,1,3,2,5,Transformation Digitale,Aucun,0,3,53.93,31.76,40.0,75.0,99.11
1233,60,M,5220,Divorce(e),Commercial,Cadre Commercial,0,12,11,7,2,4,2,4,2,3,Oui,18,Non,1,3,7,4,Marketing,Occasionnel,1,9,54.62,55.29,91.67,63.64,48.81
1234,32,F,2743,Marie(e),Consulting,Consultant,1,2,2,2,3,2,1,2,3,3,Non,20,Non,1,2,13,3,Autre,Frequent,2,2,52.83,51.18,100.0,100.0,55.95
1235,32,F,4998,Celibataire,Consulting,Assistant de Direction,4,10,8,7,4,3,2,3,4,3,Oui,14,Non,0,2,2,2,Infra & Cloud,Frequent,0,7,47.0,84.12,80.0,87.5,40.77
1237,36,F,10252,Divorce(e),Consulting,Tech Lead,2,17,7,7,3,1,3,1,3,3,Oui,21,Non,1,2,1,3,Entrepreunariat,Occasionnel,7,7,57.23,44.12,41.18,100.0,54.17
1238,33,M,2781,Marie(e),Consulting,Assistant de Direction,0,15,14,10,1,3,1,4,2,3,Non,13,Non,1,5,9,3,Transformation Digitale,Occasionnel,4,10,31.99,45.88,93.33,71.43,72.02
1239,40,F,6852,Divorce(e),Commercial,Cadre Commercial,7,7,5,1,2,2,2,2,2,4,Non,12,Non,1,2,10,3,Entrepreunariat,Occasionnel,1,3,43.31,31.76,71.43,20.0,79.46
1240,25,M,4950,Celibataire,Commercial,Cadre Commercial,0,5,4,3,3,3,2,4,2,3,Non,14,Non,0,4,10,4,Infra & Cloud,Occasionnel,1,1,44.72,60.59,80.0,75.0,71.13
1241,30,M,3579,Marie(e),Consulting,Assistant de Direction,0,12,11,9,4,3,1,2,1,3,Oui,21,Non,1,2,1,3,Transformation Digitale,Occasionnel,5,7,50.04,44.12,91.67,81.82,54.17
