id_employee,age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,nombre_heures_travailless,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel
930,28,F,2377,Divorc̩(e),Consulting,Assistant de Direction,5,80,6,2,2
932,39,M,2404,Mari̩(e),Consulting,Consultant,7,80,8,2,2
933,27,F,2318,C̩libataire,Consulting,Assistant de Direction,1,80,1,1,1
934,34,M,2008,Divorc̩(e),Consulting,Consultant,1,80,1,1,0
936,42,F,6244,C̩libataire,Commercial,Cadre Commercial,7,80,10,5,4
939,33,M,2799,C̩libataire,Consulting,Assistant de Direction,3,80,6,3,2
940,58,F,10552,Divorc̩(e),Consulting,Manager,2,80,24,6,0
941,31,M,2329,Mari̩(e),Commercial,Repr̩sentant Commercial,3,80,13,7,7
942,35,F,4014,Mari̩(e),Consulting,Manager,1,80,10,10,6
944,49,F,7403,Mari̩(e),Consulting,Consultant,4,80,29,26,9
945,48,M,2259,Mari̩(e),Consulting,Assistant de Direction,4,80,13,0,0
947,31,F,6932,Mari̩(e),Commercial,Cadre Commercial,1,80,9,9,8
949,36,M,4678,C̩libataire,Consulting,Assistant de Direction,2,80,8,6,2
950,38,F,13582,Mari̩(e),Consulting,Directeur Technique,1,80,15,15,12
951,32,F,2332,Mari̩(e),Consulting,Consultant,6,80,5,3,0
952,25,M,2413,Mari̩(e),Commercial,Repr̩sentant Commercial,1,80,1,1,0
954,40,M,9705,Divorc̩(e),Commercial,Cadre Commercial,2,80,11,1,0
956,26,M,4294,C̩libataire,Commercial,Cadre Commercial,1,80,7,7,7
957,41,M,4721,C̩libataire,Consulting,Consultant,2,80,20,18,13
958,36,M,2519,C̩libataire,Consulting,Consultant,4,80,16,11,8
959,19,M,2121,C̩libataire,Commercial,Repr̩sentant Commercial,1,80,1,1,0
960,20,M,2973,C̩libataire,Consulting,Consultant,1,80,1,1,0
961,31,F,5855,Mari̩(e),Consulting,Manager,0,80,10,9,7
964,40,M,3617,Divorc̩(e),Consulting,Assistant de Direction,8,80,3,1,1
966,32,F,6725,Mari̩(e),Consulting,Tech Lead,1,80,8,8,7
967,36,M,10325,Mari̩(e),Commercial,Cadre Commercial,1,80,16,16,7
969,33,F,6949,C̩libataire,Consulting,Manager,0,80,6,5,0
970,37,M,10609,Mari̩(e),Commercial,Cadre Commercial,5,80,17,14,1
972,45,M,4447,Mari̩(e),Consulting,Consultant,1,80,9,9,7
974,29,F,2157,Mari̩(e),Commercial,Repr̩sentant Commercial,1,80,3,3,1
975,35,F,4601,Mari̩(e),Commercial,Cadre Commercial,1,80,5,5,2
976,52,M,17099,Mari̩(e),Consulting,Senior Manager,2,80,26,9,8
977,58,M,2479,C̩libataire,Consulting,Assistant de Direction,4,80,7,1,0
981,53,M,14852,Divorc̩(e),Commercial,Senior Manager,6,80,22,17,13
982,30,M,7264,Divorc̩(e),Commercial,Cadre Commercial,5,80,10,8,4
983,38,F,5666,C̩libataire,Commercial,Cadre Commercial,1,80,6,5,3
984,35,M,7823,Divorc̩(e),Commercial,Cadre Commercial,6,80,12,10,9
985,39,M,7880,C̩libataire,Commercial,Cadre Commercial,0,80,9,8,7
986,40,F,13194,C̩libataire,Commercial,Cadre Commercial,4,80,22,1,0
987,47,M,5067,Divorc̩(e),Consulting,Tech Lead,1,80,20,19,10
990,36,M,5079,Divorc̩(e),Commercial,Cadre Commercial,4,80,12,7,7
991,31,M,2321,C̩libataire,Consulting,Assistant de Direction,0,80,4,3,2
992,33,M,17444,C̩libataire,Commercial,Senior Manager,1,80,10,10,8
994,29,F,2404,C̩libataire,Consulting,Assistant de Direction,6,80,3,0,0
995,33,F,3452,C̩libataire,Consulting,Assistant de Direction,3,80,5,3,2
996,45,F,2270,Divorc̩(e),Consulting,Consultant,3,80,8,5,3
997,50,M,17399,Divorc̩(e),Consulting,Directeur Technique,9,80,32,5,4
998,33,F,5488,Mari̩(e),Consulting,Manager,1,80,6,6,5
999,41,M,19419,Divorc̩(e),Consulting,Directeur Technique,2,80,21,18,16
1001,27,F,2811,Mari̩(e),Consulting,Consultant,9,80,4,2,2
1002,45,M,3633,Mari̩(e),Consulting,Consultant,1,80,9,9,8
1003,47,F,4163,C̩libataire,Commercial,Cadre Commercial,1,80,9,9,0
1004,30,F,2132,Mari̩(e),Consulting,Assistant de Direction,4,80,7,5,2
1005,50,M,13973,Mari̩(e),Consulting,Tech Lead,3,80,22,12,11
1006,38,M,2684,Mari̩(e),Consulting,Assistant de Direction,0,80,3,2,1
1007,46,M,10845,Divorc̩(e),Consulting,Tech Lead,6,80,13,8,7
1009,24,F,4377,Divorc̩(e),Consulting,Tech Lead,1,80,5,4,2
1010,35,M,3743,Divorc̩(e),Consulting,Consultant,1,80,5,4,2
1011,31,F,4148,Mari̩(e),Consulting,Tech Lead,1,80,4,4,3
1012,18,M,1051,C̩libataire,Consulting,Assistant de Direction,1,80,0,0,0
1013,54,F,10739,Mari̩(e),Consulting,Tech Lead,8,80,22,10,7
1014,35,F,10388,Divorc̩(e),Consulting,Manager,1,80,16,16,10
1015,30,F,11416,Mari̩(e),Consulting,Directeur Technique,0,80,9,8,7
1016,20,F,2600,C̩libataire,Consulting,Assistant de Direction,1,80,1,1,0
1017,30,F,2422,C̩libataire,Consulting,Consultant,0,80,4,3,2
1018,26,M,5472,Mari̩(e),Consulting,Tech Lead,1,80,8,8,7
1019,22,M,2451,Mari̩(e),Consulting,Consultant,1,80,4,4,3
1022,48,M,4240,C̩libataire,Consulting,Manager,2,80,19,2,2
1024,48,M,10999,C̩libataire,Consulting,Manager,7,80,27,15,11
1025,41,F,5003,C̩libataire,Consulting,Tech Lead,6,80,8,2,2
1026,39,F,12742,Mari̩(e),Consulting,Tech Lead,1,80,21,21,6
1027,27,F,4227,Mari̩(e),Consulting,Tech Lead,0,80,4,3,2
1028,35,M,3917,Divorc̩(e),Consulting,Consultant,1,80,3,3,2
1029,42,M,18303,Mari̩(e),Commercial,Senior Manager,6,80,21,1,0
1030,50,M,2380,Mari̩(e),Consulting,Consultant,4,80,8,1,0
1032,59,F,13726,C̩libataire,Consulting,Tech Lead,3,80,30,5,3
1033,37,F,4777,Mari̩(e),Consulting,Manager,5,80,15,1,0
1034,55,M,6385,Mari̩(e),Consulting,Manager,3,80,17,8,7
1035,41,F,19973,Divorc̩(e),Consulting,Directeur Technique,1,80,21,21,16
1036,38,M,6861,C̩libataire,Commercial,Cadre Commercial,8,80,19,1,0
1037,26,M,4969,C̩libataire,Commercial,Cadre Commercial,8,80,7,2,2
1038,52,F,19845,Mari̩(e),Commercial,Senior Manager,1,80,33,32,14
1039,44,F,13320,Mari̩(e),Commercial,Cadre Commercial,3,80,23,12,11
1040,50,F,6347,Mari̩(e),Commercial,Cadre Commercial,0,80,19,18,7
1042,36,F,2743,C̩libataire,Consulting,Consultant,1,80,18,17,13
1043,39,F,10880,C̩libataire,Consulting,Tech Lead,1,80,21,21,6
1044,33,F,2342,C̩libataire,Commercial,Repr̩sentant Commercial,0,80,3,2,2
1045,45,F,17650,Mari̩(e),Commercial,Senior Manager,3,80,26,9,3
1046,32,F,4025,C̩libataire,Consulting,Consultant,9,80,10,8,7
1047,34,M,9725,Divorc̩(e),Commercial,Cadre Commercial,0,80,16,15,1
1048,59,M,11904,Mari̩(e),Commercial,Senior Manager,3,80,14,6,4
1049,45,M,2177,C̩libataire,Ressources Humaines,Ressources Humaines,1,80,6,6,3
1050,53,F,7525,Mari̩(e),Commercial,Cadre Commercial,2,80,30,15,7
1052,36,M,4834,Divorc̩(e),Consulting,Consultant,7,80,9,1,0
1053,26,M,2042,Mari̩(e),Consulting,Assistant de Direction,6,80,6,3,2
1055,34,F,2220,Mari̩(e),Commercial,Repr̩sentant Commercial,1,80,1,1,1
1056,28,M,1052,Mari̩(e),Commercial,Repr̩sentant Commercial,1,80,1,1,0
1060,38,M,2821,Mari̩(e),Consulting,Assistant de Direction,3,80,8,2,2
1061,50,M,19237,Mari̩(e),Consulting,Directeur Technique,2,80,29,8,1
1062,37,F,4107,C̩libataire,Consulting,Manager,3,80,8,4,3
1066,40,M,8396,Mari̩(e),Commercial,Cadre Commercial,1,80,8,7,7
1068,26,F,2007,Divorc̩(e),Consulting,Assistant de Direction,1,80,5,5,3
1069,46,M,19627,Divorc̩(e),Consulting,Directeur Technique,9,80,23,2,2
1070,54,F,10686,Mari̩(e),Commercial,Cadre Commercial,6,80,13,9,4
1071,56,F,2942,Mari̩(e),Consulting,Assistant de Direction,2,80,18,5,4
1073,36,F,8858,C̩libataire,Consulting,Tech Lead,0,80,15,14,8
1074,55,M,16756,C̩libataire,Consulting,Senior Manager,7,80,31,9,7
1076,43,M,10798,Divorc̩(e),Commercial,Cadre Commercial,5,80,18,1,0
1077,20,F,2323,C̩libataire,Commercial,Repr̩sentant Commercial,1,80,2,2,2
1079,21,F,1416,C̩libataire,Consulting,Consultant,1,80,1,1,0
1080,46,F,4615,Divorc̩(e),Consulting,Assistant de Direction,8,80,19,16,13
1081,51,M,2461,Mari̩(e),Consulting,Assistant de Direction,9,80,18,10,0
1082,28,M,8722,C̩libataire,Consulting,Manager,1,80,10,10,7
1083,26,M,3955,Mari̩(e),Consulting,Consultant,1,80,6,5,3
1084,30,M,9957,Mari̩(e),Consulting,Tech Lead,0,80,7,6,2
1085,41,F,3376,Mari̩(e),Consulting,Assistant de Direction,1,80,10,10,6
1088,38,F,8823,Mari̩(e),Consulting,Manager,0,80,20,19,9
1092,40,M,10322,Mari̩(e),Consulting,Manager,4,80,14,11,10
1094,27,M,4621,Mari̩(e),Consulting,Consultant,1,80,3,3,2
1096,55,M,10976,Mari̩(e),Consulting,Tech Lead,3,80,23,3,2
1097,28,F,3660,C̩libataire,Consulting,Assistant de Direction,3,80,10,8,7
1098,44,M,10482,Mari̩(e),Ressources Humaines,Ressources Humaines,9,80,24,20,6
1099,33,M,7119,Divorc̩(e),Consulting,Manager,4,80,9,3,2
1100,35,M,9582,C̩libataire,Commercial,Cadre Commercial,0,80,9,8,7
1101,33,F,4508,C̩libataire,Consulting,Assistant de Direction,1,80,14,13,7
1102,28,M,2207,Divorc̩(e),Consulting,Consultant,1,80,4,4,2
1103,34,M,7756,C̩libataire,Consulting,Manager,0,80,7,6,2
1105,37,F,6694,Divorc̩(e),Commercial,Cadre Commercial,2,80,8,1,0
1106,25,M,3691,Mari̩(e),Consulting,Consultant,1,80,7,7,7
1107,26,M,2377,Divorc̩(e),Consulting,Consultant,1,80,1,1,1
1108,33,M,2313,C̩libataire,Consulting,Assistant de Direction,4,80,5,2,2
1109,42,M,17665,Mari̩(e),Consulting,Senior Manager,0,80,23,22,6
1111,28,M,2596,Divorc̩(e),Consulting,Consultant,1,80,1,1,0
1113,50,M,4728,C̩libataire,Commercial,Cadre Commercial,3,80,5,0,0
1114,33,F,4302,Mari̩(e),Commercial,Cadre Commercial,0,80,4,3,2
1115,34,M,2979,Mari̩(e),Consulting,Assistant de Direction,3,80,6,0,0
1116,48,M,16885,C̩libataire,Consulting,Senior Manager,2,80,27,5,4
1117,45,F,5593,Mari̩(e),Commercial,Cadre Commercial,1,80,15,15,10
1118,52,M,10445,C̩libataire,Consulting,Manager,7,80,18,8,6
1119,38,M,8740,Divorc̩(e),Commercial,Cadre Commercial,0,80,9,8,7
1120,29,F,2514,Divorc̩(e),Consulting,Assistant de Direction,4,80,11,7,5
1121,28,F,7655,Divorc̩(e),Consulting,Tech Lead,0,80,10,9,7
1124,46,M,17465,Mari̩(e),Commercial,Senior Manager,3,80,23,12,9
1125,38,M,7351,C̩libataire,Commercial,Cadre Commercial,7,80,10,1,0
1126,43,F,10820,Mari̩(e),Consulting,Tech Lead,8,80,18,8,7
1127,39,M,12169,Divorc̩(e),Consulting,Manager,7,80,21,18,7
1128,40,M,19626,C̩libataire,Consulting,Directeur Technique,1,80,21,20,7
1131,21,F,2070,C̩libataire,Consulting,Assistant de Direction,1,80,2,2,2
1132,39,M,6782,C̩libataire,Consulting,Consultant,9,80,9,5,4
1133,36,M,7779,C̩libataire,Consulting,Tech Lead,2,80,18,11,9
1135,31,M,2791,Mari̩(e),Commercial,Repr̩sentant Commercial,0,80,3,2,2
1136,28,M,3201,Mari̩(e),Consulting,Assistant de Direction,0,80,6,5,3
1137,35,M,4968,Divorc̩(e),Commercial,Cadre Commercial,1,80,5,5,2
1138,49,M,13120,Mari̩(e),Commercial,Cadre Commercial,6,80,22,9,8
1140,34,M,4033,C̩libataire,Consulting,Tech Lead,2,80,5,3,2
1143,29,F,3291,Divorc̩(e),Consulting,Assistant de Direction,0,80,8,7,5
1148,42,M,4272,C̩libataire,Consulting,Consultant,4,80,16,1,0
1150,29,M,5056,Mari̩(e),Consulting,Tech Lead,1,80,10,10,7
1152,38,M,2844,Mari̩(e),Ressources Humaines,Ressources Humaines,1,80,7,7,6
1154,28,M,2703,Divorc̩(e),Consulting,Assistant de Direction,1,80,3,3,1
1156,18,M,1904,C̩libataire,Consulting,Consultant,1,80,0,0,0
1157,33,F,8224,C̩libataire,Commercial,Cadre Commercial,0,80,6,5,2
1158,41,M,4766,Mari̩(e),Consulting,Consultant,3,80,6,1,0
1160,31,M,2610,Mari̩(e),Consulting,Consultant,1,80,2,2,2
1161,37,F,5731,Divorc̩(e),Consulting,Manager,7,80,9,6,2
1162,27,M,2539,Mari̩(e),Consulting,Assistant de Direction,1,80,4,4,2
1163,34,F,5714,Mari̩(e),Commercial,Cadre Commercial,1,80,6,6,5
1164,35,M,4323,C̩libataire,Ressources Humaines,Ressources Humaines,1,80,6,5,4
1165,29,F,7336,Mari̩(e),Commercial,Cadre Commercial,1,80,11,11,8
1166,40,F,13499,C̩libataire,Consulting,Directeur Technique,9,80,20,18,7
1167,42,M,13758,C̩libataire,Commercial,Cadre Commercial,0,80,22,21,9
1171,42,M,5155,C̩libataire,Commercial,Cadre Commercial,7,80,9,6,4
1172,35,M,2258,Mari̩(e),Consulting,Consultant,6,80,10,8,0
1173,24,M,3597,C̩libataire,Consulting,Consultant,8,80,6,4,3
1175,28,F,2515,Mari̩(e),Consulting,Consultant,1,80,1,1,1
1177,26,M,4420,Mari̩(e),Consulting,Consultant,1,80,8,8,7
1179,30,M,6578,Mari̩(e),Commercial,Cadre Commercial,1,80,10,10,3
1180,40,F,4422,Mari̩(e),Consulting,Assistant de Direction,3,80,16,1,1
1182,35,M,10274,Divorc̩(e),Consulting,Tech Lead,2,80,15,7,7
1184,34,M,5343,C̩libataire,Consulting,Manager,0,80,14,13,9
1185,35,M,2376,Mari̩(e),Consulting,Consultant,1,80,2,2,2
1188,43,F,5346,C̩libataire,Commercial,Cadre Commercial,8,80,7,4,3
1190,32,F,2827,Divorc̩(e),Commercial,Repr̩sentant Commercial,1,80,1,1,0
1191,56,F,19943,Divorc̩(e),Consulting,Senior Manager,4,80,28,5,2
1192,29,F,3131,Mari̩(e),Consulting,Consultant,1,80,10,10,8
1193,19,M,2552,C̩libataire,Consulting,Assistant de Direction,1,80,1,1,1
1195,45,F,4477,Mari̩(e),Consulting,Assistant de Direction,4,80,7,3,2
1196,37,F,6474,Mari̩(e),Consulting,Tech Lead,1,80,14,14,8
1198,20,M,3033,C̩libataire,Consulting,Consultant,1,80,2,2,2
1200,44,M,2936,C̩libataire,Consulting,Assistant de Direction,1,80,6,6,4
1201,53,F,18606,Divorc̩(e),Consulting,Senior Manager,3,80,26,7,7
1202,29,F,2168,Mari̩(e),Consulting,Assistant de Direction,0,80,6,5,4
1203,22,M,2853,Mari̩(e),Consulting,Assistant de Direction,0,80,1,0,0
1204,46,F,17048,Mari̩(e),Commercial,Senior Manager,8,80,28,26,15
1206,44,M,2290,C̩libataire,Consulting,Assistant de Direction,2,80,6,0,0
1207,33,M,3600,Mari̩(e),Ressources Humaines,Ressources Humaines,1,80,5,5,4
1210,41,M,2107,Divorc̩(e),Consulting,Assistant de Direction,6,80,5,1,0
1211,30,M,4115,Divorc̩(e),Commercial,Cadre Commercial,8,80,8,4,3
1212,40,M,4327,Mari̩(e),Commercial,Cadre Commercial,5,80,5,0,0
1215,50,F,17856,Mari̩(e),Consulting,Senior Manager,2,80,32,2,2
1216,28,M,3196,Mari̩(e),Consulting,Consultant,1,80,6,6,5
1217,46,M,19081,Mari̩(e),Consulting,Directeur Technique,5,80,25,4,2
1218,35,M,8966,Mari̩(e),Commercial,Cadre Commercial,3,80,15,7,7
1219,24,F,2210,Mari̩(e),Consulting,Consultant,1,80,1,1,0
1220,33,F,4539,Mari̩(e),Commercial,Cadre Commercial,1,80,10,10,7
1221,36,M,2741,Divorc̩(e),Consulting,Consultant,1,80,7,7,7
1224,30,M,3491,Divorc̩(e),Consulting,Consultant,1,80,10,10,7
1225,44,M,4541,C̩libataire,Consulting,Assistant de Direction,1,80,20,20,11
1226,20,M,2678,C̩libataire,Commercial,Repr̩sentant Commercial,1,80,2,2,1
1228,46,M,7379,Divorc̩(e),Consulting,Tech Lead,2,80,12,6,3
1231,42,M,6272,Mari̩(e),Ressources Humaines,Ressources Humaines,7,80,10,4,3
1233,60,M,5220,Divorc̩(e),Commercial,Cadre Commercial,0,80,12,11,7
1234,32,F,2743,Mari̩(e),Consulting,Consultant,1,80,2,2,2
1235,32,F,4998,C̩libataire,Consulting,Assistant de Direction,4,80,10,8,7
1237,36,F,10252,Divorc̩(e),Consulting,Tech Lead,2,80,17,7,7
1238,33,M,2781,Mari̩(e),Consulting,Assistant de Direction,0,80,15,14,10
1239,40,F,6852,Divorc̩(e),Commercial,Cadre Commercial,7,80,7,5,1
1240,25,M,4950,C̩libataire,Commercial,Cadre Commercial,0,80,5,4,3
1241,30,M,3579,Mari̩(e),Consulting,Assistant de Direction,0,80,12,11,9
1242,42,F,13191,Mari̩(e),Consulting,Directeur Technique,3,80,20,1,0
1243,35,F,10377,Mari̩(e),Commercial,Cadre Commercial,4,80,16,13,2
1244,27,M,2235,Mari̩(e),Consulting,Assistant de Direction,1,80,9,9,7
1245,54,F,10502,Divorc̩(e),Consulting,Tech Lead,7,80,33,5,4
1246,44,F,2011,Mari̩(e),Consulting,Assistant de Direction,1,80,10,10,5
1248,19,F,1859,C̩libataire,Consulting,Assistant de Direction,1,80,1,1,1
1249,29,F,3760,Divorc̩(e),Consulting,Assistant de Direction,1,80,3,3,2
1250,54,M,17779,Mari̩(e),Consulting,Directeur Technique,3,80,36,10,9
1251,31,M,6833,Mari̩(e),Consulting,Manager,1,80,6,6,5
1252,31,F,6812,C̩libataire,Consulting,Manager,1,80,10,10,9
1254,59,F,5171,C̩libataire,Commercial,Cadre Commercial,5,80,13,6,1
1255,43,M,19740,Mari̩(e),Consulting,Directeur Technique,3,80,25,8,7
1256,49,M,18711,Mari̩(e),Consulting,Senior Manager,2,80,23,1,0
1257,36,M,3692,Mari̩(e),Consulting,Assistant de Direction,1,80,12,11,10
1258,48,M,2559,C̩libataire,Consulting,Consultant,5,80,7,1,0
1259,27,M,2517,Divorc̩(e),Consulting,Assistant de Direction,1,80,5,5,3
1260,29,M,6623,Divorc̩(e),Consulting,Manager,1,80,6,6,0
1263,48,M,18265,C̩libataire,Consulting,Directeur Technique,6,80,25,1,0
1264,29,F,16124,Divorc̩(e),Consulting,Directeur Technique,3,80,9,7,7
1265,34,F,2585,Mari̩(e),Consulting,Assistant de Direction,0,80,2,1,0
1267,44,M,18213,Mari̩(e),Commercial,Senior Manager,7,80,26,22,9
1268,33,M,8380,Divorc̩(e),Commercial,Cadre Commercial,0,80,10,9,8
1269,19,F,2994,C̩libataire,Consulting,Assistant de Direction,1,80,1,1,0
1270,23,M,1223,Mari̩(e),Consulting,Assistant de Direction,1,80,1,1,0
1273,25,M,1118,C̩libataire,Commercial,Repr̩sentant Commercial,1,80,1,1,0
1275,26,M,2875,C̩libataire,Consulting,Assistant de Direction,1,80,8,8,5
1277,45,F,18824,C̩libataire,Commercial,Senior Manager,2,80,26,24,10
1278,55,M,13577,Divorc̩(e),Consulting,Manager,1,80,34,33,9
1279,21,F,2625,C̩libataire,Consulting,Consultant,1,80,2,2,2
1280,46,F,18789,Mari̩(e),Commercial,Senior Manager,2,80,26,11,4
1281,34,F,4538,C̩libataire,Commercial,Cadre Commercial,0,80,4,3,2
1282,51,M,19847,Divorc̩(e),Commercial,Senior Manager,4,80,31,29,10
1283,59,M,10512,C̩libataire,Consulting,Tech Lead,6,80,25,9,7
1285,34,F,4444,Divorc̩(e),Consulting,Consultant,4,80,15,11,8
1286,28,M,2154,C̩libataire,Consulting,Consultant,0,80,5,4,2
1288,44,M,19190,Divorc̩(e),Consulting,Senior Manager,1,80,26,25,9
1289,34,M,4490,Mari̩(e),Ressources Humaines,Ressources Humaines,4,80,14,10,9
1291,35,M,3506,Mari̩(e),Consulting,Assistant de Direction,0,80,4,3,2
1292,42,F,2372,Mari̩(e),Consulting,Assistant de Direction,6,80,18,1,0
1293,43,F,10231,C̩libataire,Commercial,Cadre Commercial,3,80,23,21,7
1294,36,F,5410,C̩libataire,Consulting,Tech Lead,9,80,18,16,14
1295,44,F,7978,Mari̩(e),Consulting,Manager,1,80,10,10,7
1296,28,M,3867,Mari̩(e),Consulting,Consultant,1,80,2,2,2
1297,51,F,2838,C̩libataire,Consulting,Consultant,0,80,8,7,0
1298,30,F,4695,C̩libataire,Consulting,Tech Lead,7,80,10,8,4
1299,29,F,3339,Divorc̩(e),Consulting,Consultant,3,80,10,7,7
1301,28,M,2080,C̩libataire,Consulting,Assistant de Direction,2,80,5,3,2
1303,25,F,2096,C̩libataire,Consulting,Assistant de Direction,1,80,2,2,2
1304,32,M,6209,Mari̩(e),Commercial,Cadre Commercial,1,80,10,10,7
1306,45,F,18061,C̩libataire,Consulting,Senior Manager,3,80,22,0,0
1307,39,F,17123,Divorc̩(e),Consulting,Senior Manager,6,80,21,19,9
1308,58,M,2372,Divorc̩(e),Consulting,Assistant de Direction,1,80,2,2,2
1309,32,M,4883,Mari̩(e),Consulting,Consultant,1,80,10,10,4
1310,39,M,3904,C̩libataire,Consulting,Assistant de Direction,0,80,6,5,2
1311,30,F,4627,Mari̩(e),Consulting,Consultant,0,80,10,9,2
1312,36,F,7094,Mari̩(e),Consulting,Manager,3,80,10,7,7
1314,46,F,3423,C̩libataire,Ressources Humaines,Ressources Humaines,6,80,10,7,6
1315,28,F,6674,Mari̩(e),Consulting,Consultant,0,80,10,9,8
1317,50,F,16880,Mari̩(e),Consulting,Directeur Technique,4,80,25,3,2
1318,40,M,9094,C̩libataire,Commercial,Cadre Commercial,2,80,9,5,4
1319,52,M,8446,C̩libataire,Commercial,Cadre Commercial,9,80,10,8,7
1321,30,F,11916,Mari̩(e),Consulting,Senior Manager,1,80,9,9,1
1322,39,M,4534,C̩libataire,Consulting,Tech Lead,0,80,9,8,7
1324,31,F,9852,Divorc̩(e),Commercial,Cadre Commercial,1,80,10,10,8
1329,41,M,6151,C̩libataire,Commercial,Cadre Commercial,1,80,19,19,2
1331,31,F,2302,C̩libataire,Commercial,Repr̩sentant Commercial,1,80,3,3,2
1333,44,M,2362,Mari̩(e),Consulting,Consultant,4,80,10,3,2
1334,42,M,17861,Mari̩(e),Consulting,Senior Manager,0,80,21,20,8
1336,55,F,19187,Mari̩(e),Consulting,Senior Manager,4,80,23,19,9
1338,56,M,19717,C̩libataire,Ressources Humaines,Senior Manager,6,80,36,7,3
1340,40,M,3544,Divorc̩(e),Consulting,Assistant de Direction,9,80,6,4,2
1344,34,M,8500,Divorc̩(e),Consulting,Manager,0,80,10,9,7
1346,40,M,4661,C̩libataire,Consulting,Assistant de Direction,1,80,9,9,8
1349,41,F,4103,Divorc̩(e),Commercial,Cadre Commercial,0,80,10,9,3
1350,35,M,4249,C̩libataire,Consulting,Assistant de Direction,1,80,9,9,6
1352,51,M,14026,Divorc̩(e),Ressources Humaines,Senior Manager,1,80,33,33,9
1355,38,F,6893,Divorc̩(e),Commercial,Cadre Commercial,3,80,11,7,7
1356,34,F,6125,C̩libataire,Commercial,Cadre Commercial,1,80,10,10,8
1358,25,M,3669,Mari̩(e),Consulting,Consultant,3,80,7,3,2
1360,58,F,10008,Mari̩(e),Consulting,Tech Lead,7,80,31,10,9
1361,40,M,2387,Mari̩(e),Consulting,Consultant,3,80,7,4,2
1362,36,F,4639,Mari̩(e),Commercial,Cadre Commercial,2,80,17,15,7
1363,48,M,7898,C̩libataire,Consulting,Tech Lead,1,80,11,10,9
1364,27,F,2534,Mari̩(e),Commercial,Repr̩sentant Commercial,8,80,5,1,0
1367,51,F,13142,C̩libataire,Consulting,Tech Lead,3,80,29,5,2
1368,18,F,1611,C̩libataire,Consulting,Consultant,1,80,0,0,0
1369,35,F,5363,Mari̩(e),Consulting,Consultant,0,80,10,9,7
1371,27,M,5071,C̩libataire,Commercial,Cadre Commercial,3,80,8,6,2
1372,55,M,13695,C̩libataire,Commercial,Cadre Commercial,6,80,24,19,7
1373,56,M,13402,Mari̩(e),Consulting,Tech Lead,4,80,33,19,16
1374,34,F,2029,Divorc̩(e),Consulting,Assistant de Direction,1,80,5,5,4
1375,40,F,6377,Divorc̩(e),Consulting,Manager,5,80,15,12,11
1377,34,M,5429,Mari̩(e),Consulting,Consultant,4,80,10,8,7
1379,31,F,2785,C̩libataire,Commercial,Repr̩sentant Commercial,7,80,3,1,0
1380,35,F,4614,Mari̩(e),Commercial,Cadre Commercial,0,80,5,4,2
1382,38,M,2610,Divorc̩(e),Consulting,Assistant de Direction,1,80,4,4,2
1383,34,F,6687,C̩libataire,Consulting,Manager,1,80,14,14,11
1387,28,M,4724,Mari̩(e),Commercial,Cadre Commercial,1,80,5,5,3
1389,31,M,6179,Mari̩(e),Consulting,Tech Lead,1,80,10,10,2
1390,39,M,6120,Mari̩(e),Commercial,Cadre Commercial,3,80,8,5,4
1391,51,M,10596,Mari̩(e),Commercial,Cadre Commercial,2,80,14,4,2
1392,41,F,5467,Divorc̩(e),Consulting,Assistant de Direction,3,80,12,6,2
1394,37,M,2996,Mari̩(e),Consulting,Assistant de Direction,7,80,8,6,4
1395,33,M,9998,Mari̩(e),Commercial,Cadre Commercial,6,80,8,5,4
1396,32,M,4078,Mari̩(e),Commercial,Cadre Commercial,0,80,4,3,2
1397,39,M,10920,Mari̩(e),Consulting,Manager,3,80,13,6,4
1399,25,M,6232,Mari̩(e),Commercial,Cadre Commercial,2,80,6,3,2
1401,52,F,13247,Mari̩(e),Consulting,Tech Lead,2,80,24,5,3
1402,43,F,4081,C̩libataire,Consulting,Assistant de Direction,1,80,20,20,7
1403,27,F,5769,Mari̩(e),Commercial,Cadre Commercial,1,80,6,6,2
1405,27,F,2394,C̩libataire,Consulting,Assistant de Direction,1,80,8,8,2
