a_quitte_l_entreprise,age,annees_dans_l_entreprise,annees_dans_le_poste_actuel,annees_depuis_la_derniere_promotion,annees_experience_totale,annes_sous_responsable_actuel,augmentation_salaire_precedente,departement_Commercial,departement_Consulting,departement_Ressources Humaines,distance_domicile_travail,domaine_etude_Autre,domaine_etude_Entrepreunariat,domaine_etude_Infra & Cloud,domaine_etude_Marketing,domaine_etude_Ressources Humaines,domaine_etude_Transformation Digitale,frequence_deplacement,genre,heure_supplementaires,id_employee,nb_formations_suivies,niveau_education,niveau_hierarchique_poste,nombre_experiences_precedentes,nombre_participation_pee,note_evaluation_precedente,poste_Assistant de Direction,poste_Cadre Commercial,poste_Consultant,poste_Directeur Technique,poste_Manager,poste_Representant Commercial,poste_Ressources Humaines,poste_Senior Manager,poste_Tech Lead,revenu_mensuel,satisfaction_employee_environnement,satisfaction_employee_equilibre_pro_perso,satisfaction_employee_equipe,satisfaction_employee_nature_travail,satisfaction_globale,score_environnement_travail,score_equilibre_pro_perso,score_mobilite_externe,score_mobilite_interne,score_revenu,statut_marital_Celibataire,statut_marital_Divorce(e),statut_marital_Marie(e)
0,33,3,2,0,5,2,18,0,1,0,13,0,0,1,0,0,0,0.5,0,0,995,4,1,1,3,0,3,1,0,0,0,0,0,0,0,0,3452,2,3,1,4,0.62,41.18,68.45,60.0,66.67,53.75,1,0,0
0,45,5,3,0,8,2,14,0,1,0,1,0,0,0,0,0,1,0.5,0,0,996,2,4,1,3,2,3,0,0,1,0,0,0,0,0,0,2270,4,3,4,4,0.94,91.18,79.17,62.5,60.0,42.26,0,1,0
0,50,5,4,1,32,3,22,0,1,0,1,0,0,0,0,0,1,0.5,1,0,997,1,2,4,9,1,3,0,0,0,1,0,0,0,0,0,17399,4,2,3,4,0.81,81.76,70.83,15.62,80.0,85.21,0,1,0
0,33,6,5,1,6,2,13,0,1,0,1,1,0,0,0,0,0,1.0,0,1,998,2,4,2,1,1,4,0,0,0,0,1,0,0,0,0,5488,3,3,1,2,0.56,31.18,41.67,100.0,83.33,43.3,0,0,1
0,41,18,16,0,21,11,17,0,1,0,9,0,0,0,0,0,1,1.0,1,0,999,2,3,5,2,1,3,0,0,0,1,0,0,0,0,0,19419,1,4,2,3,0.62,36.47,67.86,85.71,88.89,79.13,0,1,0
0,27,2,2,2,4,2,14,0,1,0,16,0,1,0,0,0,0,0.5,0,0,1001,2,4,1,9,1,3,0,0,1,0,0,0,0,0,0,2811,3,3,2,2,0.62,41.18,65.77,50.0,100.0,38.8,0,0,1
0,45,9,8,0,9,8,15,0,1,0,23,0,0,1,0,0,0,0.0,1,1,1002,2,2,2,1,1,3,0,0,1,0,0,0,0,0,0,3633,4,3,3,1,0.69,54.71,47.02,100.0,88.89,46.99,0,0,1
0,47,9,0,0,9,7,17,1,0,0,4,0,0,1,0,0,0,0.5,0,1,1003,0,2,2,1,0,3,0,1,0,0,0,0,0,0,0,4163,4,3,3,4,0.88,84.12,51.49,100.0,0.0,52.62,1,0,0
1,30,5,2,0,7,1,11,0,1,0,22,0,0,1,0,0,0,0.5,0,1,1004,2,3,1,4,0,3,1,0,0,0,0,0,0,0,0,2132,1,3,2,3,0.56,30.59,35.42,71.43,40.0,34.95,0,0,1
0,50,12,11,1,22,5,18,0,1,0,24,0,0,1,0,0,0,0.5,1,1,1005,2,3,4,3,1,3,0,0,0,0,0,0,0,0,1,13973,4,3,4,3,0.88,82.94,33.63,54.55,91.67,69.83,0,0,1
0,38,2,1,0,3,2,17,0,1,0,10,0,0,0,0,0,1,1.0,1,0,1006,0,1,1,0,1,3,1,0,0,0,0,0,0,0,0,2684,3,2,2,3,0.62,51.18,50.3,66.67,50.0,50.05,0,0,1
0,46,8,7,0,13,7,13,0,1,0,7,0,0,0,0,0,1,0.5,1,0,1007,3,2,3,6,1,3,0,0,0,0,0,0,0,0,1,10845,4,3,2,3,0.75,64.12,73.81,61.54,87.5,54.81,0,1,0
0,24,4,2,3,5,2,15,0,1,0,17,0,0,0,0,0,1,0.5,0,0,1009,6,1,2,1,2,2,0,0,0,0,0,0,0,0,1,4377,4,3,2,3,0.75,61.18,64.88,80.0,50.0,41.68,0,1,0
1,35,4,2,0,5,2,24,0,1,0,14,1,0,0,0,0,0,0.5,1,1,1010,2,4,1,1,1,2,0,0,1,0,0,0,0,0,0,3743,3,1,4,2,0.62,61.18,25.89,80.0,50.0,68.39,0,1,0
0,31,4,3,0,4,3,12,0,1,0,1,0,0,1,0,0,0,1.0,0,0,1011,1,1,2,1,1,3,0,0,0,0,0,0,0,0,1,4148,3,3,3,1,0.62,41.76,66.67,100.0,75.0,40.81,0,0,1
0,18,0,0,0,0,0,15,0,1,0,5,0,0,1,0,0,0,0.0,1,0,1012,2,2,1,1,0,3,1,0,0,0,0,0,0,0,0,1051,2,3,4,4,0.81,70.0,88.1,0.0,0.0,42.5,1,0,0
0,54,10,7,0,22,8,11,0,1,0,17,0,1,0,0,0,0,0.5,0,0,1013,2,3,3,8,1,3,0,0,0,0,0,0,0,0,1,10739,3,3,3,3,0.75,64.71,64.88,45.45,70.0,49.91,0,0,1
0,35,16,10,10,16,1,11,0,1,0,25,0,0,0,0,0,1,0.5,0,1,1014,3,4,3,1,1,3,0,0,0,0,1,0,0,0,0,10388,3,2,3,3,0.69,60.59,24.4,100.0,62.5,27.3,0,1,0
0,30,8,7,1,9,7,12,0,1,0,8,0,0,1,0,0,0,0.5,0,1,1015,4,2,3,0,3,4,0,0,0,1,0,0,0,0,0,11416,2,2,3,1,0.5,34.12,39.58,88.89,87.5,51.24,0,0,1
1,20,1,0,0,1,0,15,0,1,0,11,0,0,0,0,0,1,0.5,0,1,1016,2,3,1,1,0,2,1,0,0,0,0,0,0,0,0,2600,4,3,1,1,0.56,30.0,45.24,100.0,0.0,45.19,1,0,0
1,30,3,2,1,4,2,17,0,1,0,5,0,0,0,0,0,1,1.0,0,0,1017,3,3,1,0,0,3,0,0,1,0,0,0,0,0,0,2422,2,3,1,2,0.5,21.18,63.1,75.0,66.67,47.4,1,0,0
0,26,8,7,1,8,3,12,0,1,0,2,0,0,0,0,0,1,0.5,1,0,1018,2,2,2,1,0,4,0,0,0,0,0,0,0,0,1,5472,4,3,2,4,0.81,71.76,78.27,100.0,87.5,40.91,0,0,1
0,22,4,3,1,4,1,15,0,1,0,8,0,0,1,0,0,0,0.5,1,0,1019,3,1,1,1,1,1,0,0,1,0,0,0,0,0,0,2451,2,2,1,1,0.38,10.59,64.58,100.0,75.0,42.73,0,0,1
0,48,2,2,2,19,2,13,0,1,0,6,0,0,1,0,0,0,0.5,1,0,1022,0,3,2,2,0,2,0,0,0,0,1,0,0,0,0,4240,1,3,4,3,0.69,51.18,74.7,10.53,100.0,38.93,1,0,0
0,48,15,11,4,27,8,14,0,1,0,4,0,0,1,0,0,0,0.5,1,0,1024,3,4,3,7,0,2,0,0,0,0,1,0,0,0,0,10999,3,3,2,3,0.69,54.71,76.49,55.56,73.33,48.63,1,0,0
0,41,2,2,2,8,1,14,0,1,0,7,0,0,0,0,0,1,0.5,0,0,1025,6,2,2,6,0,3,0,0,0,0,0,0,0,0,1,5003,4,3,2,3,0.75,60.59,73.81,25.0,100.0,42.61,1,0,0
0,39,21,6,11,21,8,16,0,1,0,1,0,0,1,0,0,0,0.5,0,0,1026,3,1,4,1,1,2,0,0,0,0,0,0,0,0,1,12742,4,3,3,4,0.88,84.71,79.17,100.0,28.57,40.97,0,0,1
0,27,3,2,2,4,2,18,0,1,0,2,0,0,1,0,0,0,0.5,0,0,1027,2,4,2,0,1,3,0,0,0,0,0,0,0,0,1,4227,1,3,2,4,0.62,41.18,78.27,75.0,66.67,50.69,0,0,1
0,35,3,2,1,3,2,20,0,1,0,10,1,0,0,0,0,0,0.5,1,0,1028,4,3,1,1,1,3,0,0,1,0,0,0,0,0,0,3917,2,2,1,4,0.56,41.18,62.8,100.0,66.67,57.07,0,1,0
0,42,1,0,0,21,0,13,1,0,0,5,0,0,0,1,0,0,0.5,1,0,1029,3,2,5,6,0,3,0,0,0,0,0,0,0,1,0,18303,4,4,2,3,0.81,60.0,83.93,4.76,0.0,67.77,0,0,1
0,50,1,0,0,8,0,18,0,1,0,9,0,0,1,0,0,0,0.5,1,0,1030,5,3,1,4,0,3,0,0,1,0,0,0,0,0,0,2380,1,3,2,4,0.62,40.0,72.02,12.5,0.0,51.88,0,0,1
0,59,5,3,4,30,3,13,0,1,0,2,0,0,1,0,0,0,0.5,0,1,1032,4,3,4,3,0,2,0,0,0,0,0,0,0,0,1,13726,3,3,1,4,0.69,51.76,53.27,16.67,60.0,51.01,1,0,0
1,37,1,0,0,15,0,15,0,1,0,11,0,0,0,0,0,1,0.5,0,0,1033,2,2,2,5,0,1,0,0,0,0,1,0,0,0,0,4777,1,1,1,2,0.31,10.0,53.57,6.67,0.0,48.98,0,0,1
0,55,8,7,6,17,7,14,0,1,0,18,0,0,0,0,0,1,1.0,1,1,1034,3,4,2,3,2,3,0,0,0,0,1,0,0,0,0,6385,3,3,4,2,0.75,64.12,26.49,47.06,87.5,36.21,0,0,1
0,41,21,16,5,21,10,22,0,1,0,7,0,0,1,0,0,0,0.0,0,0,1035,3,1,5,1,2,1,0,0,0,1,0,0,0,0,0,19973,2,3,2,3,0.62,45.88,86.31,100.0,76.19,80.88,0,1,0
0,38,1,0,0,19,0,12,1,0,0,3,0,0,1,0,0,0,0.5,1,1,1036,1,4,2,8,0,3,0,1,0,0,0,0,0,0,0,6861,2,3,3,4,0.75,60.0,52.38,5.26,0.0,45.53,1,0,0
1,26,2,2,2,7,2,18,1,0,0,29,0,0,0,0,0,1,0.0,1,0,1037,6,2,2,8,0,1,0,1,0,0,0,0,0,0,0,4969,2,3,4,1,0.62,41.18,66.67,28.57,100.0,51.98,1,0,0
1,52,32,14,6,33,9,15,1,0,0,2,0,0,0,1,0,0,0.5,0,0,1038,3,1,5,1,1,1,0,0,0,0,0,0,0,1,0,19845,1,3,4,4,0.75,65.29,78.27,96.97,43.75,61.96,0,0,1
0,44,12,11,11,23,11,18,1,0,0,28,0,0,0,0,0,1,0.5,0,1,1039,2,3,4,3,1,4,0,1,0,0,0,0,0,0,0,13320,4,3,3,4,0.88,86.47,30.06,52.17,91.67,46.69,0,0,1
0,50,18,7,0,19,13,12,1,0,0,1,0,0,1,0,0,0,0.0,0,0,1040,3,3,2,0,1,3,0,1,0,0,0,0,0,0,0,6347,4,3,1,3,0.69,57.65,91.67,94.74,38.89,44.63,0,0,1
1,36,17,13,15,18,14,16,0,1,0,16,0,0,1,0,0,0,0.5,0,0,1042,1,4,1,1,0,4,0,0,1,0,0,0,0,0,0,2743,3,3,3,1,0.62,48.24,65.77,94.44,76.47,14.8,1,0,0
0,39,21,6,2,21,8,13,0,1,0,22,0,0,0,0,0,1,1.0,0,1,1043,2,3,3,1,0,3,0,0,0,0,0,0,0,0,1,10880,4,3,3,1,0.69,54.71,22.92,100.0,28.57,50.47,1,0,0
0,33,2,2,2,3,2,19,1,0,0,8,0,0,1,0,0,0,0.0,0,0,1044,2,1,1,0,0,2,0,0,0,0,0,1,0,0,0,2342,2,2,4,4,0.75,71.18,77.08,66.67,100.0,49.77,1,0,0
0,45,9,3,1,26,1,13,1,0,0,11,0,0,1,0,0,0,0.5,0,0,1045,4,2,4,3,1,3,0,0,0,0,0,0,0,1,0,17650,4,4,2,4,0.88,70.59,78.57,34.62,33.33,64.43,0,0,1
0,32,8,7,7,10,7,12,0,1,0,29,0,0,0,0,0,1,0.0,0,0,1046,2,4,1,9,0,3,0,0,1,0,0,0,0,0,0,4025,4,3,2,3,0.75,64.12,66.67,80.0,87.5,25.2,1,0,0
0,34,15,1,0,16,9,11,1,0,0,1,0,0,0,1,0,0,0.5,1,0,1047,2,4,2,0,1,4,0,1,0,0,0,0,0,0,0,9725,2,2,4,4,0.75,75.29,70.83,93.75,6.67,48.15,0,1,0
0,59,6,4,0,14,4,14,1,0,0,1,0,1,0,0,0,0,0.5,1,1,1048,1,2,3,3,1,3,0,0,0,0,0,0,0,1,0,11904,2,1,3,4,0.62,62.35,37.5,42.86,66.67,59.0,0,0,1
0,45,6,3,0,6,4,16,0,0,1,24,0,0,0,0,0,1,0.5,1,0,1049,3,4,1,1,0,3,0,0,0,0,0,0,1,0,0,2177,2,3,1,2,0.5,22.35,58.63,100.0,50.0,46.82,1,0,0
0,53,15,7,6,30,12,12,1,0,0,2,0,0,0,1,0,0,1.0,0,0,1050,2,3,3,2,1,2,0,1,0,0,0,0,0,0,0,7525,3,3,1,2,0.56,37.06,65.77,50.0,46.67,33.48,0,0,1
1,36,1,0,0,9,0,14,0,1,0,15,1,0,0,0,0,0,0.5,1,0,1052,3,3,2,7,1,3,0,0,1,0,0,0,0,0,0,4834,1,2,2,3,0.5,30.0,58.33,11.11,0.0,46.72,0,1,0
1,26,3,2,1,6,2,14,0,1,0,2,0,0,1,0,0,0,1.0,1,1,1053,2,3,1,6,1,3,1,0,0,0,0,0,0,0,0,2042,1,3,2,1,0.44,11.18,40.77,50.0,66.67,39.67,0,0,1
0,34,1,1,0,1,0,19,1,0,0,10,0,0,1,0,0,0,0.5,0,1,1055,2,4,1,1,1,3,0,0,0,0,0,1,0,0,0,2220,3,3,4,3,0.81,70.0,46.13,100.0,100.0,53.96,0,0,1
0,28,1,0,0,1,0,22,1,0,0,10,0,0,0,0,0,1,0.5,1,0,1056,5,1,1,1,0,3,0,0,0,0,0,1,0,0,0,1052,4,3,2,2,0.69,50.0,71.13,100.0,0.0,59.0,0,0,1
0,38,2,2,2,8,2,16,0,1,0,3,1,0,0,0,0,0,1.0,1,0,1060,2,4,1,3,1,3,1,0,0,0,0,0,0,0,0,2821,3,3,1,3,0.62,41.18,64.88,25.0,100.0,43.53,0,0,1
0,50,8,1,7,29,7,11,0,1,0,2,0,0,0,0,0,1,0.5,1,1,1061,2,4,5,2,1,3,0,0,0,1,0,0,0,0,0,19237,2,2,4,3,0.69,64.12,44.94,27.59,12.5,49.28,0,0,1
0,37,4,3,0,8,1,15,0,1,0,3,1,0,0,0,0,0,0.5,0,0,1062,3,3,2,3,0,3,0,0,0,0,1,0,0,0,0,4107,4,2,1,2,0.56,40.59,69.05,50.0,75.0,47.81,1,0,0
0,40,7,7,7,8,5,14,1,0,0,26,0,0,0,1,0,0,0.5,1,0,1066,3,3,2,1,1,3,0,1,0,0,0,0,0,0,0,8396,3,2,2,1,0.5,32.94,48.51,87.5,100.0,37.51,0,0,1
0,26,5,3,1,5,3,13,0,1,0,1,0,0,0,0,0,1,1.0,0,0,1068,5,1,1,1,2,2,1,0,0,0,0,0,0,0,0,2007,1,3,3,3,0.62,41.76,66.67,100.0,60.0,37.25,0,1,0
0,46,2,2,2,23,2,17,0,1,0,1,0,0,0,0,0,1,0.5,1,0,1069,0,4,5,9,2,3,0,0,0,1,0,0,0,0,0,19627,4,3,4,4,0.94,91.18,79.17,8.7,100.0,75.1,0,1,0
0,54,9,4,7,13,0,11,1,0,0,2,0,0,1,0,0,0,0.5,0,0,1070,4,4,3,6,1,2,0,1,0,0,0,0,0,0,0,10686,3,3,2,3,0.69,50.0,78.27,69.23,44.44,34.42,0,0,1
0,56,5,4,0,18,3,19,0,1,0,9,0,0,0,0,0,1,1.0,0,0,1071,4,3,1,2,1,3,1,0,0,0,0,0,0,0,0,2942,1,3,2,3,0.56,31.76,59.52,27.78,80.0,55.22,0,0,1
0,36,14,8,7,15,8,11,0,1,0,12,0,0,0,0,0,1,0.5,0,0,1073,2,5,3,0,0,2,0,0,0,0,0,0,0,0,1,8858,4,2,2,4,0.75,74.71,61.01,93.33,57.14,31.24,1,0,0
0,55,9,7,6,31,2,15,0,1,0,2,0,0,0,0,0,1,0.0,1,0,1074,3,1,4,7,0,2,0,0,0,0,0,0,0,1,0,16756,3,4,2,1,0.62,31.18,99.11,29.03,77.78,56.59,1,0,0
0,43,1,0,0,18,0,13,1,0,0,25,0,0,0,0,0,1,0.5,1,0,1076,5,3,3,5,1,2,0,1,0,0,0,0,0,0,0,10798,3,3,3,4,0.81,70.0,57.74,5.56,0.0,54.73,0,1,0
1,20,2,2,0,2,2,14,1,0,0,9,0,0,0,1,0,0,1.0,0,1,1077,3,3,1,1,0,3,0,0,0,0,0,1,0,0,0,2323,4,3,2,4,0.81,71.18,34.52,100.0,100.0,42.35,1,0,0
1,21,1,0,1,1,0,13,0,1,0,10,0,0,1,0,0,0,0.5,0,0,1079,6,3,1,1,0,2,0,0,1,0,0,0,0,0,0,1416,3,2,1,1,0.44,20.0,62.8,100.0,0.0,36.22,1,0,0
0,46,16,13,1,19,7,23,0,1,0,8,0,0,1,0,0,0,0.5,0,1,1080,2,4,2,8,3,2,1,0,0,0,0,0,0,0,0,4615,4,3,1,1,0.56,34.12,47.92,84.21,81.25,65.35,0,1,0
1,51,10,0,2,18,7,12,0,1,0,4,0,0,1,0,0,0,0.5,1,1,1081,2,4,1,9,3,3,1,0,0,0,0,0,0,0,0,2461,1,4,3,3,0.69,44.12,59.82,55.56,0.0,33.48,0,0,1
1,28,10,7,1,10,9,12,0,1,0,24,0,1,0,0,0,0,0.0,1,0,1082,2,2,3,1,0,2,0,0,0,0,1,0,0,0,0,8722,2,2,1,1,0.38,15.29,62.8,100.0,70.0,46.56,1,0,0
0,26,5,3,1,6,3,16,0,1,0,1,0,0,0,0,0,1,0.5,1,0,1083,2,2,1,1,2,2,0,0,1,0,0,0,0,0,0,3955,1,3,1,1,0.38,1.76,79.17,83.33,60.0,47.71,0,0,1
0,30,6,2,0,7,2,15,0,1,0,20,1,0,0,0,0,0,0.5,1,0,1084,1,3,2,0,1,3,0,0,0,0,0,0,0,0,1,9957,3,2,3,1,0.56,41.18,53.87,85.71,33.33,57.98,0,0,1
0,41,10,6,0,10,8,13,0,1,0,7,0,1,0,0,0,0,0.5,0,0,1085,3,2,1,1,0,4,1,0,0,0,0,0,0,0,0,3376,2,3,3,3,0.69,54.71,73.81,100.0,60.0,41.83,0,0,1
0,38,19,9,1,20,9,18,0,1,0,17,0,0,1,0,0,0,0.5,0,0,1088,4,1,3,0,1,2,0,0,0,0,1,0,0,0,0,8823,3,2,1,3,0.56,45.29,56.55,95.0,47.37,60.88,0,0,1
0,40,11,10,11,14,1,20,0,1,0,20,0,1,0,0,0,0,0.5,1,0,1092,6,4,3,4,1,3,0,0,0,0,1,0,0,0,0,10322,1,3,4,4,0.75,60.59,62.2,78.57,90.91,46.2,0,0,1
0,27,3,2,1,3,2,19,0,1,0,8,0,0,1,0,0,0,0.0,1,0,1094,4,5,1,1,3,1,0,0,1,0,0,0,0,0,0,4621,1,3,4,3,0.69,51.18,85.42,100.0,66.67,55.93,0,0,1
0,55,3,2,1,23,2,18,0,1,0,2,0,0,1,0,0,0,1.0,1,0,1096,4,1,3,3,1,3,0,0,0,0,0,0,0,0,1,10976,4,3,2,2,0.69,51.18,65.77,13.04,66.67,64.62,0,0,1
0,28,8,7,1,10,7,13,0,1,0,10,1,0,0,0,0,0,0.5,0,0,1097,4,3,2,3,0,3,1,0,0,0,0,0,0,0,0,3660,3,4,4,3,0.88,74.12,79.46,80.0,87.5,40.12,1,0,0
1,44,20,6,3,24,6,14,0,0,1,1,0,0,0,0,0,1,0.5,1,0,1098,1,2,3,9,1,2,0,0,0,0,0,0,1,0,0,10482,2,3,4,1,0.62,43.53,79.17,83.33,30.0,49.93,0,0,1
0,33,3,2,1,9,2,15,0,1,0,5,0,0,1,0,0,0,0.5,1,0,1099,2,3,3,4,1,2,0,0,0,0,1,0,0,0,0,7119,4,3,3,4,0.88,81.18,75.6,33.33,66.67,50.85,0,1,0
1,35,8,7,4,9,7,22,1,0,0,4,0,1,0,0,0,0,0.5,1,1,1100,2,3,3,0,0,3,0,1,0,0,0,0,0,0,0,9582,4,3,1,1,0.56,34.12,51.49,88.89,87.5,65.03,1,0,0
1,33,13,7,3,14,8,22,0,1,0,29,0,0,0,0,0,1,1.0,0,0,1101,4,4,2,1,0,2,1,0,0,0,0,0,0,0,0,4508,1,3,2,3,0.56,34.71,41.67,92.86,53.85,58.41,1,0,0
0,28,4,2,2,4,2,16,0,1,0,15,0,0,1,0,0,0,0.5,1,0,1102,5,2,1,1,1,3,0,0,1,0,0,0,0,0,0,2207,1,2,4,3,0.62,51.18,58.33,100.0,50.0,42.47,0,1,0
0,34,6,2,0,7,4,17,0,1,0,3,0,0,1,0,0,0,1.0,1,0,1103,1,1,2,0,0,3,0,0,0,0,1,0,0,0,0,7756,1,2,3,4,0.62,52.35,56.55,85.71,33.33,58.87,1,0,0
0,37,1,0,0,8,0,14,1,0,0,10,0,0,1,0,0,0,0.5,0,1,1105,5,4,2,2,3,2,0,1,0,0,0,0,0,0,0,6694,4,3,3,4,0.88,80.0,46.13,12.5,0.0,49.95,0,1,0
1,25,7,7,5,7,6,15,0,1,0,4,0,1,0,0,0,0,0.5,1,1,1106,3,1,1,1,1,3,0,0,1,0,0,0,0,0,0,3691,4,4,2,4,0.88,73.53,59.82,100.0,100.0,36.09,0,0,1
1,26,1,1,0,1,0,20,0,1,0,21,0,0,0,0,0,1,0.5,1,0,1107,0,3,1,1,1,3,0,0,1,0,0,0,0,0,0,2377,1,2,3,3,0.56,40.0,52.98,100.0,100.0,56.59,0,1,0
1,33,2,2,2,5,2,20,0,1,0,25,0,0,0,0,0,1,0.5,1,1,1108,0,3,1,4,0,2,1,0,0,0,0,0,0,0,0,2313,1,3,2,2,0.5,21.18,32.74,40.0,100.0,52.08,1,0,0
0,42,22,6,13,23,7,17,0,1,0,2,0,0,0,0,0,1,0.5,1,0,1109,3,2,4,0,1,3,0,0,0,0,0,0,0,1,0,17665,4,3,4,1,0.75,64.12,78.27,95.65,27.27,47.49,0,0,1
1,28,1,0,0,1,0,15,0,1,0,1,0,0,0,0,0,1,1.0,1,0,1111,2,3,1,1,2,2,0,0,1,0,0,0,0,0,0,2596,1,3,1,2,0.44,10.0,66.67,100.0,0.0,45.19,0,1,0
1,50,0,0,0,5,0,14,1,0,0,1,1,0,0,0,0,0,1.0,1,1,1113,4,4,2,3,0,3,0,1,0,0,0,0,0,0,0,4728,4,3,4,3,0.88,80.0,41.67,0.0,0.0,46.53,1,0,0
0,33,3,2,0,4,2,17,1,0,0,7,0,0,1,0,0,0,1.0,0,0,1114,3,3,2,0,1,3,0,1,0,0,0,0,0,0,0,4302,4,3,3,2,0.75,61.18,61.31,75.0,66.67,52.87,0,0,1
0,34,0,0,0,6,0,17,0,1,0,3,0,0,1,0,0,0,0.0,1,0,1115,2,4,1,3,3,2,1,0,0,0,0,0,0,0,0,2979,3,3,4,4,0.88,80.0,89.88,0.0,0.0,50.57,0,0,1
0,48,5,4,2,27,1,22,0,1,0,1,0,0,0,0,0,1,0.0,1,0,1116,3,4,4,2,0,4,0,0,0,0,0,0,0,1,0,16885,1,2,3,4,0.62,50.59,83.33,18.52,80.0,82.12,1,0,0
0,45,15,10,4,15,12,13,1,0,0,9,0,0,1,0,0,0,0.0,0,0,1117,2,4,2,1,1,2,0,1,0,0,0,0,0,0,0,5593,2,3,4,3,0.75,67.06,84.52,100.0,66.67,36.88,0,0,1
0,52,8,6,4,18,0,19,0,1,0,7,0,0,1,0,0,0,0.5,1,0,1118,4,4,3,7,0,3,0,0,0,0,1,0,0,0,0,10445,2,3,4,2,0.69,50.0,73.81,44.44,75.0,59.45,1,0,0
0,38,8,7,2,9,7,14,1,0,0,10,0,0,0,1,0,0,0.5,1,1,1119,2,4,3,0,2,2,0,1,0,0,0,0,0,0,0,8740,3,3,2,3,0.69,54.12,46.13,88.89,87.5,49.11,0,1,0
0,29,7,5,1,11,7,22,0,1,0,28,0,0,1,0,0,0,0.5,0,0,1120,1,4,1,4,1,3,1,0,0,0,0,0,0,0,0,2514,3,3,1,4,0.69,54.12,55.06,63.64,71.43,59.34,0,1,0
0,28,9,7,1,10,7,17,0,1,0,3,0,0,0,0,0,1,0.5,0,0,1121,3,3,3,0,3,3,0,0,0,0,0,0,0,0,1,7655,4,2,2,2,0.62,54.12,69.05,90.0,77.78,56.49,0,1,0
0,46,12,9,4,23,9,12,1,0,0,3,0,0,0,1,0,0,0.5,1,0,1124,3,1,4,3,1,3,0,0,0,0,0,0,0,1,0,17465,1,3,4,3,0.69,55.29,77.38,52.17,75.0,55.15,0,0,1
0,38,1,0,0,10,0,16,1,0,0,2,0,0,0,1,0,0,0.5,1,0,1125,2,2,3,7,0,3,0,1,0,0,0,0,0,0,0,7351,4,3,3,2,0.75,60.0,78.27,10.0,0.0,55.81,1,0,0
0,43,8,7,0,18,1,11,0,1,0,27,0,0,1,0,0,0,1.0,0,0,1126,1,3,3,8,1,3,0,0,0,0,0,0,0,0,1,10820,3,3,3,1,0.62,40.59,43.45,44.44,87.5,50.05,0,0,1
1,39,18,7,11,21,5,11,0,1,0,2,0,0,1,0,0,0,1.0,1,0,1127,4,3,4,7,3,3,0,0,0,0,1,0,0,0,0,12169,1,3,4,4,0.75,62.94,65.77,85.71,38.89,28.19,0,1,0
0,40,20,7,4,21,9,14,0,1,0,14,0,0,0,0,0,1,0.5,1,0,1128,2,3,5,1,0,2,0,0,0,1,0,0,0,0,0,19626,3,4,1,3,0.69,45.29,75.89,95.24,35.0,63.62,1,0,0
0,21,2,2,2,2,2,11,0,1,0,1,0,1,0,0,0,0,0.5,0,1,1131,6,1,1,1,0,2,1,0,0,0,0,0,0,0,0,2070,4,4,3,2,0.81,61.18,62.5,100.0,100.0,30.44,1,0,0
0,39,5,4,0,9,3,15,0,1,0,9,0,0,1,0,0,0,0.0,1,0,1132,2,3,2,9,0,3,0,0,1,0,0,0,0,0,0,6782,3,2,3,2,0.62,51.76,76.19,55.56,80.0,52.46,1,0,0
0,36,11,9,0,18,9,20,0,1,0,18,0,0,1,0,0,0,0.0,1,0,1133,0,4,2,2,0,3,0,0,0,0,0,0,0,0,1,7779,1,3,1,4,0.56,35.29,76.49,61.11,81.82,65.98,1,0,0
0,31,2,2,2,3,2,12,1,0,0,20,0,0,1,0,0,0,1.0,1,0,1135,4,3,1,0,1,4,0,0,0,0,0,1,0,0,0,2791,3,3,1,4,0.69,51.18,49.7,66.67,100.0,34.05,0,0,1
0,28,5,3,0,6,4,17,0,1,0,2,0,0,1,0,0,0,0.5,1,0,1136,2,1,1,0,0,2,1,0,0,0,0,0,0,0,0,3201,1,1,1,2,0.31,12.35,61.61,83.33,60.0,50.95,0,0,1
0,35,5,2,0,5,2,11,1,0,0,11,0,0,0,1,0,0,1.0,1,0,1137,3,2,2,1,1,3,0,1,0,0,0,0,0,0,0,4968,4,3,4,4,0.94,91.18,57.74,100.0,40.0,39.88,0,1,0
0,49,9,8,2,22,3,17,1,0,0,8,0,1,0,0,0,0,0.5,1,0,1138,3,4,4,6,1,2,0,1,0,0,0,0,0,0,0,13120,4,3,2,2,0.69,51.76,72.92,40.91,88.89,63.79,0,0,1
0,34,3,2,0,5,2,11,0,1,0,2,0,0,1,0,0,0,1.0,1,0,1140,3,2,2,2,0,3,0,0,0,0,0,0,0,0,1,4033,4,2,4,3,0.81,81.18,57.44,60.0,66.67,38.25,1,0,0
0,29,7,5,1,8,1,14,0,1,0,10,0,0,1,0,0,0,1.0,0,0,1143,2,3,1,0,2,3,1,0,0,0,0,0,0,0,0,3291,4,2,4,2,0.75,70.59,50.3,87.5,71.43,41.84,0,1,0
0,42,1,0,0,16,0,19,0,1,0,29,0,0,0,0,0,1,0.5,1,0,1148,3,3,2,4,0,1,0,0,1,0,0,0,0,0,0,4272,2,3,1,4,0.62,40.0,54.17,6.25,0.0,57.53,1,0,0
